10010	1074	10004	64	54.89	44.30	49.19
100733	5512	100004	64	31.50	21.70	20.36
113374	5961	100004	64	16.88	12.63	10.72
282384	7664	100004	64	23.68	13.75	13.81
351704	16647	94004	64	21.87	13.00	11.09
123291	4997	100004	64	69.57	60.52	58.80
98000	5030	100004	64	30.78	23.37	23.79
549569	17680	100004	64	27.47	14.93	15.06
57859	5635	100004	64	34.96	27.39	28.00
43754	3000	100004	64	60.30	54.02	53.08
